4158700,HOLLYWOOD BEAUTY COLLEGE,STOCKTON,CA,Proprietary - 2 Year," $662,219 ", 173 
4158900,FLAIR BEAUTY COLLEGE,CANYON COUNTRY,CA,Proprietary - 2 Year," $221,534 ", 61 
4159300,MARKETTI ACADEMY OF COSMETOLOGY,WATERFORD,MI,Proprietary - 2 Year," $106,601 ", 35 
4159400,COLUMBIA COLLEGE OF NURSING,MILWAUKEE,WI,Private - 4 Year," $315,041 ", 76 
4159600,GALAXY MEDICAL COLLEGE,NORTH HOLLYWOOD,CA,Proprietary - 2 Year," $241,867 ", 52 
4159700,AMERICAN MEDICAL SCIENCES CENTER,GLENDALE,CA,Proprietary - 2 Year," $483,728 ", 124 
4160100,TRINITY VOCATIONAL CENTER,GARDENA,CA,Proprietary - 2 Year," $398,387 ", 111 
4160200,ATLANTA BEAUTY ACADEMY,DORAVILLE,GA,Proprietary - 2 Year," $1,186,688 ", 339 
4160400,ANGELES COLLEGE OF NURSING,LOS ANGELES,CA,Proprietary - 2 Year," $356,368 ", 97 
4160500,AVALON SCHOOL OF COSMETOLOGY,WORTHINGTON,MN,Proprietary - 2 Year," $137,125 ", 35 
4160600,PAUL MITCHELL THE SCHOOL NORMAL,NORMAL,IL,Proprietary - 2 Year," $270,072 ", 78 
4160700,AVENUE FIVE INSTITUTE,AUSTIN,TX,Proprietary - 2 Year," $591,147 ", 173 
4161100,CORPUS CHRISTI BEAUTY ACADEMY,CORPUS CHRISTI,TX,Proprietary - 2 Year," $87,172 ", 26 
4161300,PREFERRED COLLEGE OF NURSING,VAN NUYS,CA,Proprietary - 2 Year," $458,575 ", 131 
4161700,SHASTA SCHOOL OF COSMETOLOGY,REDDING,CA,Proprietary - 2 Year," $327,929 ", 84 
4161800,BRANDMAN UNIVERSITY,IRVINE,CA,Private - 4 Year," $7,824,452 "," 2,308 "
4161900,MANDALYN ACADEMY,AMERICAN FORK,UT,Proprietary - 2 Year," $180,549 ", 53 
4162000,JOSE MARIA VARGAS UNIVERSITY,PEMBROKE PINES,FL,Proprietary - 4 Year," $71,069 ", 25 
4162200,LAIRD INSTITUTE OF SPA THERAPY,MANCHESTER,NH,Proprietary - 2 Year," $111,978 ", 31 
4162400,TONI AND GUY HAIR ACADEMY,ALBUQUERQUE,NM,Proprietary - 2 Year," $297,182 ", 67 
4162500,HOLLYWOOD INSTITUTE OF BEAUTY CAREERS,HOLLYWOOD,FL,Proprietary - 2 Year," $1,875,268 ", 626 
4162700,ERIC FISHER ACADEMY,WICHITA,KS,Proprietary - 2 Year," $575,627 ", 154 
4162800,S.I.C.E PAUL MITCHELL PARTNER SCHOOL,MODESTO,CA,Proprietary - 2 Year," $1,293,928 ", 336 
4162900,TONSORIAL ACADEMY OF COSMETOLOGY AND BAR,WEST HAVEN,CT,Proprietary - 2 Year," $18,500 ", 5 
4163000,SALON PROFESSIONAL ACADEMY (THE),TAMPA,FL,Proprietary - 2 Year," $307,852 ", 99 
4163100,SALON PROFESSIONAL ACADEMY (THE),GAINESVILLE,FL,Proprietary - 2 Year," $362,936 ", 99 
4163200,SALON PROFESSIONAL ACADEMY (THE),THE VILLAGES,FL,Proprietary - 2 Year," $656,481 ", 196 
4163300,COMPASS COLLEGE OF CINEMATIC ARTS,GRAND RAPIDS,MI,Private - 4 Year," $156,320 ", 45 
4163400,COSMO BEAUTY ACADEMY,WEST SACRAMENTO,CA,Proprietary - 2 Year," $253,508 ", 84 
4163700,BITTERROOT SCHOOL OF COSMETOLOGY,HAMILTON,MT,Proprietary - 2 Year," $155,688 ", 40 
4163800,MASTER EDUCATORS BEAUTY SCHOOL,TWIN FALLS,ID,Proprietary - 2 Year," $125,277 ", 34 
4163900,L.A. BARBER COLLEGE,LOS ANGELES,CA,Proprietary - 2 Year," $103,547 ", 39 
4164100,SALON PROFESSIONAL ACADEMY (THE),GREAT FALLS,MT,Proprietary - 2 Year," $347,357 ", 88 
4164300,GLOBAL INSTITUTE,CAGUAS,PR,Proprietary - 2 Year," $143,040 ", 38 
4164400,ANGELES INSTITUTE,LAKEWOOD,CA,Proprietary - 2 Year," $682,515 ", 171 
4164500,EUREKA INSTITUTE OF HEALTH AND BEAUTY,MIAMI,FL,Proprietary - 2 Year," $338,669 ", 77 
4164600,D. A. DORSEY EDUCATIONAL CENTER,MIAMI,FL,Public - 2 Year," $128,062 ", 50 
4164700,KEWEENAW BAY OJIBWA COMMUNITY COLLEGE,BARAGA,MI,Public - 2 Year," $305,679 ", 86 
4164900,BARONE BEAUTY ACADEMY,WILLIAMSPORT,PA,Proprietary - 2 Year," $183,054 ", 53 
4165000,MERIDIAN INSTITUTE OF SURGICAL ASSISTING,JOELTON,TN,Proprietary - 2 Year," $232,032 ", 109 
4165300,ACADEMY WAUKESHA (THE),WAUKESHA,WI,Proprietary - 2 Year," $581,122 ", 145 
4165500,ACAYDIA SCHOOL OF AESTHETICS,PROVO,UT,Proprietary - 2 Year," $88,174 ", 25 
4165700,"JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GO",LATHAM,NY,Proprietary - 2 Year," $99,764 ", 33 
4165800,SALON PROFESSIONAL ACADEMY (THE),LEWISVILLE,TX,Proprietary - 2 Year," $293,358 ", 76 
4165900,PAUL MITCHELL THE SCHOOL FRESNO,FRESNO,CA,Proprietary - 2 Year," $961,547 ", 245 
4166000,MANHATTAN INSTITUTE (THE),NEW YORK,NY,Proprietary - 2 Year," $280,825 ", 67 
4166700,REM SPA INC,ANDERSON,IN,Proprietary - 2 Year," $419,168 ", 113 
4166800,SALON PROFESSIONAL ACADEMY (THE),PERRYSBURG,OH,Proprietary - 2 Year," $221,606 ", 55 
4166900,COSMETIC ARTS INSTITUTE,WALTERBORO,SC,Proprietary - 2 Year," $200,539 ", 53 
4167000,PAUL MITCHELL THE SCHOOL TEMECULA,TEMECULA,CA,Proprietary - 2 Year," $991,098 ", 254 
4167100,AVEDA INSTITUTE DENVER,DENVER,CO,Proprietary - 2 Year," $1,305,247 ", 305 
4167300,SALON PROFESSIONAL ACADEMY (THE),NORTH FORT MYERS,FL,Proprietary - 2 Year," $167,397 ", 46 
4167400,SAGE SCHOOL OF MASSAGE & HEALING ARTS,BEND,OR,Proprietary - 2 Year," $59,539 ", 19 
4167500,WORLD A CUTS BARBER INSTITUTE,YORK,PA,Proprietary - 2 Year," $132,720 ", 32 
4167600,FINGER LAKES SCHOOL OF MASSAGE (THE),ITHACA,NY,Proprietary - 2 Year," $481,912 ", 171 
4167700,ARTISAN COLLEGE OF COSMETOLOGY (THE),FINDLAY,OH,Proprietary - 2 Year," $133,321 ", 30 
4167800,INNOVATIONS DESIGN ACADEMY,CANTON,IL,Proprietary - 2 Year," $142,236 ", 37 
4168500,SOLEX COLLEGE,WHEELING,IL,Proprietary - 2 Year," $644,967 ", 210 
4168600,COLLEGE OF MASSAGE THERAPY,BLACKFOOT,ID,Proprietary - 2 Year," $75,984 ", 27 
4168700,LAWYER'S ASSISTANT SCHOOL OF DALLAS,DALLAS,TX,Proprietary - 2 Year," $160,283 ", 54 
4168800,ABC BEAUTY ACADEMY,GARLAND,TX,Proprietary - 2 Year," $230,952 ", 64 
4168900,HOLISTIC MASSAGE TRAINING INSTITUTE,BALTIMORE,MD,Proprietary - 2 Year," $27,672 ", 12 
4169000,SALON & SPA INSTITUTE,BROWNSVILLE,TX,Proprietary - 2 Year," $402,975 ", 110 
4169100,DIAMONDS COSMETOLOGY COLLEGE,SHERMAN,TX,Proprietary - 2 Year," $172,730 ", 56 
4169200,TRAMY BEAUTY SCHOOL,SAN DIEGO,CA,Proprietary - 2 Year," $965,958 ", 279 
4169300,SCHOLARS COSMETOLOGY UNIVERSITY,ANN ARBOR,MI,Proprietary - 2 Year," $147,757 ", 39 
4169700,UNITEK COLLEGE,FREMONT,CA,Proprietary - 4 Year," $2,149,352 ", 577 
4169800,GURNICK ACADEMY OF MEDICAL ARTS,SAN MATEO,CA,Proprietary - 2 Year," $2,415,413 ", 603 
4169900,AMERICAN BEAUTY ACADEMY,PAYSON,UT,Proprietary - 2 Year," $196,191 ", 55 
4170100,SALON PROFESSIONAL ACADEMY (THE),TACOMA,WA,Proprietary - 2 Year," $472,109 ", 124 
4170200,PAUL MITCHELL THE SCHOOL COLORADO SPRING,COLORADO SPRINGS,CO,Proprietary - 2 Year," $852,931 ", 214 
4170300,BEAUTY ACADEMY OF SOUTH FLORIDA,HIALEAH,FL,Proprietary - 2 Year," $815,319 ", 229 
4170600,SALON PROFESSIONAL ACADEMY (THE),ST. CHARLES,MO,Proprietary - 2 Year," $258,427 ", 69 
4170700,PAUL MITCHELL THE SCHOOL ST LOUIS,ST. LOUIS,MO,Proprietary - 2 Year," $573,472 ", 147 
4170800,UNITY COSMETOLOGY COLLEGE,PONTIAC,IL,Proprietary - 2 Year," $150,591 ", 50 
4171000,ADVANCED TRAINING INSTITUTE,LAS VEGAS,NV,Proprietary - 2 Year," $776,815 ", 262 
4171100,DELAWARE ACADEMY PAUL MITCHELL PARTNER S,NEWARK,DE,Proprietary - 2 Year," $472,977 ", 137 
4171400,AVEDA INSTITUTE PORTLAND,PORTLAND,OR,Proprietary - 2 Year," $885,223 ", 232 
4171500,COSMOPOLITAN BEAUTY & TECH SCHOOL,ANNANDALE,VA,Proprietary - 2 Year," $717,070 ", 158 
4171600,SALON PROFESSIONAL ACADEMY OF ELGIN (THE,ELGIN,IL,Proprietary - 2 Year," $91,061 ", 23 
4171700,AVANT GARD THE SCHOOL,INDIANAPOLIS,IN,Proprietary - 2 Year," $118,741 ", 34 
4172000,SOUTHERN CALIFORNIA UNIVERSITY SOMA,LOS ANGELES,CA,Proprietary - 4 Year," $22,428 ", 8 
4172100,CCIC BEAUTY COLLEGE,PEORIA,AZ,Proprietary - 2 Year," $47,339 ", 16 
4172200,NORTHWESTERN INSTITUTE OF HEALTH AND TEC,CHICAGO,IL,Private - 2 Year," $310,245 ", 103 
4172300,ETERNITY COSMETOLOGY SCHOOL,WEST PALM BEACH,FL,Proprietary - 2 Year," $710,834 ", 209 
4172500,ROLF INSTITUTE OF STRUCTURAL INTEGRATION,BOULDER,CO,Private - 2 Year," $24,695 ", 9 
4172600,SALON 496 BARBER ACADEMY,GREENVILLE,SC,Proprietary - 2 Year," $87,875 ", 27 
4172700,SALON PROFESSIONAL ACADEMY (THE),EVANSVILLE,IN,Proprietary - 2 Year," $347,130 ", 93 
4172800,BODY THERAPY INSTITUTE,SILER CITY,NC,Proprietary - 2 Year," $84,995 ", 39 
4172900,ACADEMY OF COSMETOLOGY,RICHLAND,WA,Proprietary - 2 Year," $58,674 ", 15 
4173000,SHEPHERDS THEOLOGICAL SEMINARY,CARY,NC,Private - 4 Year," $7,632 ", 3 
4173100,LAB PAUL MITCHELL PARTNER SCHOOL (THE),EWING,NJ,Proprietary - 2 Year," $242,819 ", 76 
4173200,TAYLOR ANDREWS ACADEMY OF HAIR DESIGN,WEST JORDAN,UT,Proprietary - 2 Year," $509,858 ", 133 
4173400,SANTA ANA BEAUTY ACADEMY,SANTA ANA,CA,Proprietary - 2 Year," $122,222 ", 33 
4173500,MORENO VALLEY COLLEGE,MORENO VALLEY,CA,Public - 2 Year," $9,063,705 "," 3,132 "
4173600,NOTTER SCHOOL OF PASTRY ARTS,ORLANDO,FL,Proprietary - 2 Year," $108,415 ", 46 
4173700,GRACE COLLEGE OF DIVINITY,FAYETTEVILLE,NC,Private - 4 Year," $114,265 ", 35 
4173800,SALON PROFESSIONAL ACADEMY (THE),COLORADO SPRINGS,CO,Proprietary - 2 Year," $237,954 ", 56 
4173900,COSMETOLOGY COLLEGE OF FRANKLIN COUNTY,SAINT CLAIR,MO,Proprietary - 2 Year," $96,010 ", 24 
4174000,SKIN INSTITUTE,SAINT LOUIS,MO,Proprietary - 2 Year," $134,046 ", 34 
4174100,PAUL MITCHELL THE SCHOOL PHOENIX,PHOENIX,AZ,Proprietary - 2 Year," $555,261 ", 139 
4174200,ALL BEAUTY COLLEGE,FORT MOHAVE,AZ,Proprietary - 2 Year," $295,554 ", 75 
4174400,ROCHESTER SCHOOL OF HAIR DESIGN,ROCHESTER,MN,Proprietary - 2 Year," $147,013 ", 42 
4174500,AVEDA INSTITUTE OF NEW MEXICO (THE),ALBUQUERQUE,NM,Proprietary - 2 Year," $507,126 ", 133 
4174600,NASHVILLE BARBER AND STYLE ACADEMY,NASHVILLE,TN,Proprietary - 2 Year," $269,517 ", 77 
4174800,AMERICAN TRADE SCHOOL,SAINT ANN,MO,Proprietary - 2 Year," $409,063 ", 118 
4174900,SKIN CARE AND SPA INSTITUTE,SKOKIE,IL,Proprietary - 2 Year," $204,474 ", 69 
4175000,UNIVERSAL SPA TRAINING ACADEMY,DOWNERS GROVE,IL,Proprietary - 2 Year," $187,053 ", 59 
4175100,PAUL MITCHELL THE SCHOOL HONOLULU,HONOLULU,HI,Proprietary - 2 Year," $414,760 ", 109 
4175200,PAUL MITCHELL THE SCHOOL EAST BAY,PLEASANT HILL,CA,Proprietary - 2 Year," $732,096 ", 202 
4175300,PENROSE ACADEMY,SCOTTSDALE,AZ,Proprietary - 2 Year," $426,751 ", 118 
4175400,ELITE COSMETOLOGY SCHOOL,YUCCA VALLEY,CA,Proprietary - 2 Year," $431,527 ", 106 
4175600,PARK AVENUE SCHOOL OF COSMETOLOGY,PARK RAPIDS,MN,Proprietary - 2 Year," $204,878 ", 51 
4175700,ACADEMY OF AESTHETIC ARTS,SHAWNEE,KS,Proprietary - 2 Year," $78,910 ", 26 
4175800,J RENEE CAREER FACILITATION,CRYSTAL LAKE,IL,Proprietary - 2 Year," $141,857 ", 47 
4175900,LEWISTOWN HOSPITAL SCHOOL OF NURSING,LEWISTOWN,PA,Private - 2 Year," $85,468 ", 25 
4176000,AMERICAN TECHNICAL INSTITUTE,BAYAMON,PR,Proprietary - 2 Year," $158,959 ", 66 
4176100,NORCO COLLEGE,NORCO,CA,Public - 2 Year," $8,064,465 "," 2,654 "
4176200,TWIN RIVERS ADULT SCHOOL,NORTH HIGHLANDS,CA,Public - 2 Year," $1,582,499 ", 373 
4176300,BERGIN UNIVERSITY OF CANINE STUDIES,SANTA ROSA,CA,Private - 4 Year," $18,125 ", 4 
4176700,D'SHAW INSTITUTE OF COSMETOLOGY,BOISE,ID,Proprietary - 2 Year," $176,639 ", 49 
4176800,PROGRESSIVE TRAINING CENTERS,POMPANO BEACH,FL,Proprietary - 2 Year," $34,673 ", 20 
4176900,AMERICAN HEALTH INSTITUTE,PORT RICHEY,FL,Proprietary - 2 Year," $269,113 ", 73 
4177100,PIMA MEDICAL INSTITUTE-SOUTH DENVER,DENVER,CO,Proprietary - 2 Year," $285,511 ", 89 
4177200,REAL BARBERS COLLEGE (THE),ANAHEIM,CA,Proprietary - 2 Year," $479,445 ", 120 
4177400,CAPILO SCHOOL OF HAIR DESIGN,AUGUSTA,ME,Proprietary - 2 Year," $400,417 ", 131 
4177500,PURE AESTHETICS,TUCSON,AZ,Proprietary - 2 Year," $89,007 ", 37 
4177600,LINDSEY INSTITUTE OF COSMETOLOGY,BOWLING GREEN,KY,Proprietary - 2 Year," $346,087 ", 82 
4177700,TRI-STATE INSTITUTE OF HAIR DESIGN,LONDON,KY,Proprietary - 2 Year," $128,200 ", 34 
4177800,SALON PROFESSIONAL ACADEMY (THE),IOWA CITY,IA,Proprietary - 2 Year," $110,897 ", 27 
4177900,BUCKNER BARBER SCHOOL,DALLAS,TX,Proprietary - 2 Year," $183,093 ", 44 
4178000,SIMMONS COLLEGE OF KENTUCKY,LOUISVILLE,KY,Private - 4 Year," $214,586 ", 59 
4178100,CAROLINA COLLEGE OF HAIR DESIGN,ASHEVILLE,NC,Proprietary - 2 Year," $164,690 ", 46 
4178200,VOGUE COLLEGE - SAN ANTONIO,SAN ANTONIO,TX,Proprietary - 2 Year," $342,434 ", 111 
4178300,VOGUE BEAUTY ACADEMY,SAN ANTONIO,TX,Proprietary - 2 Year," $337,342 ", 102 
4178400,VOGUE COLLEGE - MCALLEN,MCALLEN,TX,Proprietary - 2 Year," $568,383 ", 162 
4178500,VOGUE COLLEGE OF COSMETOLOGY,SANTA FE,NM,Proprietary - 2 Year," $298,183 ", 77 
4178700,ATELIER ESTHETIQUE INSTITUTE OF ESTHETIC,NEW YORK,NY,Proprietary - 2 Year," $282,004 ", 104 
4178900,HANDS-ON MEDICAL MASSAGE SCHOOL,REDLANDS,CA,Proprietary - 2 Year," $182,817 ", 42 
4179100,PCCTI  IT & HEALTHCARE,OAK BROOK,IL,Proprietary - 2 Year," $377,139 ", 115 
4179200,ADVANCED COLLEGE OF COSMETOLOGY,WAUPUN,WI,Proprietary - 2 Year," $178,437 ", 44 
4179500,NORTH AMERICAN COLLEGE,HOUSTON,TX,Private - 4 Year," $640,194 ", 141 
4179600,ENTOURAGE INSTITUTE OF BEAUTY AND ESTHET,LENEXA,KS,Proprietary - 2 Year," $173,714 ", 46 
4179700,UNITED BEAUTY COLLEGE,DENVER,CO,Proprietary - 2 Year," $298,366 ", 75 
4179900,TOMORROW'S IMAGE BARBER ACADEMY OF VIRGI,NEWPORT NEWS,VA,Proprietary - 2 Year," $111,547 ", 31 
4180000,CINTA AVEDA INSTITUTE,SAN FRANCISCO,CA,Proprietary - 2 Year," $742,279 ", 211 
4180200,LONG ISLAND NAIL & SKIN CARE INSTITUTE,LEVITTOWN,NY,Proprietary - 2 Year," $151,764 ", 58 
4180300,MESIVTA KESER TORAH,BELMAR,NJ,Private - 4 Year," $166,100 ", 32 
4181200,IPPT CAREER SCHOOL,NORTH HOLLYWOOD,CA,Proprietary - 2 Year," $1,274,420 ", 276 
4181400,BEST CARE TRAINING INSTITUTE,EAST ORANGE,NJ,Proprietary - 2 Year," $408,145 ", 106 
4182100,FIRST CLASS COSMETOLOGY SCHOOL,BELOIT,WI,Proprietary - 2 Year," $527,916 ", 113 
4182200,HAWAII MEDICAL INSTITUTE,HONOLULU,HI,Proprietary - 2 Year," $995,316 ", 350 
4182500,MILLENNIA ATLANTIC UNIVERSITY,DORAL,FL,Proprietary - 4 Year," $40,324 ", 13 
4183000,TOP NAILS & HAIR BEAUTY SCHOOL,TAYLORSVILLE,UT,Proprietary - 2 Year," $124,377 ", 42 
4183100,WASHINGTON BARBER COLLEGE,LITTLE ROCK,AR,Proprietary - 2 Year," $431,610 ", 108 
4183300,ABCOTT INSTITUTE,SOUTHFIELD,MI,Proprietary - 2 Year," $605,367 ", 204 
4183400,SALON PROFESSIONAL ACADEMY (THE),NORTH LITTLE ROCK,AR,Proprietary - 2 Year," $184,840 ", 50 
4183600,SALON PROFESSIONAL ACADEMY OF KENOSHA (T,KENOSHA,WI,Proprietary - 2 Year," $467,365 ", 130 
4183700,HEALING ARTS INSTITUTE,FORT COLLINS,CO,Proprietary - 2 Year," $24,057 ", 12 
4184000,PAUL MITCHELL THE SCHOOL INDIANAPOLIS,INDIANAPOLIS,IN,Proprietary - 2 Year," $352,055 ", 95 
4184200,TAYLOR ANDREWS ACADEMY-ST. GEORGE,ST. GEORGE,UT,Proprietary - 2 Year," $335,281 ", 94 
4184400,SEYMOUR BEAUTY ACADEMY,SEYMOUR,MO,Proprietary - 2 Year," $178,166 ", 46 
4184500,CHRISTINE VALMY INTERNATIONAL SCHOOL OF,PINE BROOK,NJ,Proprietary - 2 Year," $257,476 ", 73 
4184700,PROTEGE ACADEMY,EAST LANSING,MI,Proprietary - 2 Year," $323,377 ", 89 
4184800,EXCEL LEARNING CENTER,EL PASO,TX,Proprietary - 2 Year," $433,657 ", 87 
4184900,COLLEGE OF INTERNATIONAL ESTHETICS,ARVADA,CO,Proprietary - 2 Year," $179,541 ", 65 
4185000,COLORADO ACADEMY OF VETERINARY TECHNOLOG,COLORADO SPRINGS,CO,Proprietary - 2 Year," $172,671 ", 45 
4185100,NORTHEAST TECHNICAL INSTITUTE,SCARBOROUGH,ME,Proprietary - 2 Year," $1,043,444 ", 350 
4185200,SALINAS BEAUTY COLLEGE,SALINAS,CA,Proprietary - 2 Year," $209,557 ", 51 
4185400,NATIONAL PERSONAL TRAINING INSTITUTE OF,LAKEWOOD,CO,Proprietary - 2 Year," $95,310 ", 45 
4185500,ACADEMY OF COUTURE ART,WEST HOLLYWOOD,CA,Proprietary - 4 Year," $44,949 ", 11 
4185600,MEDICAL ALLIED CAREER CENTER,SANTA FE SPRINGS,CA,Proprietary - 2 Year," $190,634 ", 53 
4185700,ACADEMY FOR SALON PROFESSIONALS (THE),SANTA CLARA,CA,Proprietary - 2 Year," $473,969 ", 128 
4185900,ELITE SCHOOL OF COSMETOLOGY,NORWALK,OH,Proprietary - 2 Year," $168,558 ", 43 
4186000,CHICAGO SCHOOL FOR PIANO TECHNOLOGY (THE),CHICAGO,IL,Private - 2 Year," $5,550 ", 1 
4186300,PAUL MITCHELL THE SCHOOL LAS VEGAS,LAS VEGAS,NV,Proprietary - 2 Year," $712,392 ", 185 
4186600,SALON PROFESSIONAL ACADEMY (THE),KOKOMO,IN,Proprietary - 2 Year," $278,353 ", 81 
4186900,"INTERNATIONAL COLLEGE OF BEAUTY, ARTS &",LOS ANGELES,CA,Proprietary - 2 Year," $144,148 ", 32 
4187000,DONNA'S ACADEMY OF HAIR DESIGN,SMITHVILLE,MO,Proprietary - 2 Year," $76,616 ", 22 
4187200,NEW BEGINNING COLLEGE OF COSMETOLOGY,ALBERTVILLE,AL,Proprietary - 2 Year," $484,387 ", 119 
4187300,HAIR ACADEMY (THE),MONTGOMERY,AL,Proprietary - 2 Year," $107,517 ", 28 
4187400,COSMETOLOGY CONCEPTS,OAK FOREST,IL,Proprietary - 2 Year," $805,462 ", 210 
4187700,CREVIER'S SCHOOL OF COSMETOLOGY,KALISPELL,MT,Proprietary - 2 Year," $392,305 ", 93 
4187800,CYBERTEX INSTITUTE OF TECHNOLOGY,AUSTIN,TX,Proprietary - 2 Year," $197,085 ", 75 
4187900,JOE BLASCO MAKEUP ARTIST TRAINING CENTER,LOS ANGELES,CA,Proprietary - 2 Year," $76,424 ", 27 
4188300,FLORIDA ACADEMY,FORT MYERS,FL,Proprietary - 2 Year," $260,468 ", 86 
4188400,BAIS HAMEDRASH AND MESIVTA OF BALTIMORE,BALTIMORE,MD,Private - 4 Year," $47,537 ", 13 
4188700,ASI CAREER INSTITUTE,TURNERSVILLE,NJ,Proprietary - 2 Year," $149,922 ", 50 
4189000,LONG ISLAND BARBER INSTITUTE (THE),HEMPSTEAD,NY,Proprietary - 2 Year," $244,815 ", 80 
4189100,TONI & GUY HAIRDRESSING ACADEMY,TOLEDO,OH,Proprietary - 2 Year," $292,219 ", 73 
4189200,SALON PROFESSIONAL ACADEMY (THE),SHOREWOOD,IL,Proprietary - 2 Year," $213,778 ", 60 
4189300,ALLIED AMERICAN UNIVERSITY,LAGUNA HILLS,CA,Proprietary - 4 Year," $2,694,670 ", 884 
4189400,SHEAR LEARNING ACADEMY OF COSMETOLOGY,DECATUR,IL,Proprietary - 2 Year," $107,107 ", 28 
4189600,STATE CAREER SCHOOL,WAUKEGAN,IL,Proprietary - 2 Year," $199,707 ", 63 
4189700,CALIFORNIA MIRAMAR UNIVERSITY,SAN DIEGO,CA,Proprietary - 4 Year," $7,324 ", 3 
4189800,ACADEMY FOR SALON PROFESSIONALS,CANOGA PARK,CA,Proprietary - 2 Year," $310,787 ", 85 
4190000,RADIANS COLLEGE,WASHINGTON,DC,Proprietary - 2 Year," $445,185 ", 157 
4190300,AMERICAN INSTITUTE OF MEDICAL SONOGRAPHY,LAS VEGAS,NV,Proprietary - 2 Year," $119,694 ", 37 
4190500,NEW YORK SCHOOL OF ESTHETICS & DAY SPA,TARRYTOWN,NY,Proprietary - 2 Year," $69,989 ", 28 
4190800,SANTA ANA BEAUTY COLLEGE,SANTA ANA,CA,Proprietary - 2 Year," $62,303 ", 24 
4191100,DESTINATION ACADEMY FOR SPA AND SALON PR,LAS VEGAS,NV,Proprietary - 2 Year," $96,739 ", 27 
4191200,CLASSIC COOKING ACADEMY,SCOTTSDALE,AZ,Private - 2 Year," $26,975 ", 9 
4191300,ANNENBERG SCHOOL OF NURSING,RESEDA,CA,Private - 2 Year," $38,850 ", 8 
4191900,PAUL MITCHELL THE SCHOOL SPOKANE,SPOKANE VALLEY,WA,Proprietary - 2 Year," $807,315 ", 210 
4192000,CURVE METRIC SCHOOL OF HAIR DESIGN,ELMWOOD PARK,IL,Proprietary - 2 Year," $119,434 ", 29 
4192100,AMERICAN MEDICAL ACADEMY,MIAMI,FL,Proprietary - 2 Year," $310,052 ", 92 
4192200,ATHENA CAREER ACADEMY,SYLVANIA,OH,Proprietary - 2 Year," $645,792 ", 182 
4192400,YESHIVA GEDOLAH ZICHRON LEYMA,LINDEN,NJ,Private - 4 Year," $50,038 ", 14 
4192600,PALMETTO BEAUTY SCHOOL,SPARTANBURG,SC,Proprietary - 2 Year," $336,405 ", 89 
4192700,BARBER SCHOOL (THE),MIDVALE,UT,Proprietary - 2 Year," $241,051 ", 70 
4192800,BE'ER YAAKOV TALMUDIC SEMINARY,SPRING VALLEY,NY,Private - 4 Year," $1,374,100 ", 264 
4193000,RGV CAREERS AN INSTITUTE FOR HIGHER LEAR,PHARR,TX,Proprietary - 2 Year," $579,085 ", 159 
4193100,ALEXANDER ACADEMY,FITCHBURG,MA,Proprietary - 2 Year," $197,736 ", 57 
4193500,LEMELANGE ACADEMY OF HAIR,NAPA,CA,Proprietary - 2 Year," $155,853 ", 45 
4193700,JOHN PAUL THE GREAT CATHOLIC UNIVERSITY,SAN DIEGO,CA,Private - 4 Year," $182,893 ", 45 
4193800,SHEPHERDS COLLEGE,UNION GROVE,WI,Private - 2 Year," $114,900 ", 24 
4194300,COLTON-REDLANDS-YUCAIPA REGIONAL OCCUPAT,REDLANDS,CA,Public - 2 Year," $152,384 ", 39 
4194400,AMERICAN COLLEGE OF HEALTHCARE SCIENCES,PORTLAND,OR,Proprietary - 4 Year," $131,478 ", 48 
4194500,AVEDA INSTITUTE TUCSON,TUCSON,AZ,Proprietary - 2 Year," $273,678 ", 75 
4194800,VELVET TOUCH ACADEMY OF COSMETOLOGY,NAMPA,ID,Proprietary - 2 Year," $307,022 ", 80 
4195100,AMBIANCE BEAUTY & BARBER ACADEMY,MELBORNE,FL,Proprietary - 2 Year," $156,646 ", 42 
4195200,DIAMOND BEAUTY COLLEGE,SOUTH EL MONTE,CA,Proprietary - 2 Year," $114,880 ", 32 
4195300,LONGS PEAK ACADEMY,LONGMONT,CO,Proprietary - 2 Year," $113,377 ", 28 
4195400,NCP COLLEGE OF NURSING,SOUTH SAN FRANCISCO,CA,Proprietary - 2 Year," $420,700 ", 115 
4195600,TRIBECA FLASHPOINT MEDIA ARTS ACADEMY,CHICAGO,IL,Proprietary - 2 Year," $149,600 ", 61 
4197500,UNIVERSITY ACADEMY OF HAIR DESIGN,NORTHPORT,AL,Proprietary - 2 Year," $220,495 ", 54 
4202600,NEW DIMENSIONS BEAUTY ACADEMY,PARKER,CO,Proprietary - 2 Year," $93,993 ", 27 
4202800,PANACHE ACADEMY OF BEAUTY,BARABOO,WI,Proprietary - 2 Year," $151,642 ", 39 
4202900,JOLEI'S HAIR INSTITUTE,OLANTA,SC,Proprietary - 2 Year," $182,971 ", 43 
4203100,PAUL MITCHELL THE SCHOOL RENO,RENO,NV,Proprietary - 2 Year," $658,356 ", 177 
4203200,BOISE BARBER COLLEGE,BOISE,ID,Proprietary - 2 Year," $196,757 ", 59 
4203300,AVEDA INSTITUTE DES MOINES,DES MOINES,IA,Proprietary - 2 Year," $342,264 ", 97 
4203500,AUSTIN KADE ACADEMY,IDAHO FALLS,ID,Proprietary - 2 Year," $719,127 ", 174 
